"1";"0";"0";;"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"2";"4";"48";"M";"100.3";"105.9";"15.1";"16.7";"17.5";"17.9";"18.8"
"3";"4";"49";"M";"100.9";"106.5";"15.1";"16.7";"17.5";"18.0";"18.8"
"4";"4";"50";"M";"101.4";"107.0";"15.1";"16.7";"17.5";"18.0";"18.9"
"5";"4";"51";"M";"101.9";"107.6";"15.1";"16.8";"17.5";"18.0";"18.9"
"6";"4";"52";"M";"102.5";"108.1";"15.1";"16.8";"17.6";"18.0";"19.0"
"7";"4";"53";"M";"103.0";"108.7";"15.1";"16.8";"17.6";"18.1";"19.0"
"8";"4";"54";"M";"103.5";"109.2";"15.1";"16.8";"17.6";"18.1";"19.1"
"9";"4";"55";"M";"104.0";"109.8";"15.1";"16.8";"17.6";"18.1";"19.1"
"10";"4";"56";"M";"104.6";"110.3";"15.1";"16.8";"17.6";"18.2";"19.2"
"11";"4";"57";"M";"105.1";"110.9";"15.1";"16.8";"17.7";"18.2";"19.2"
"12";"4";"58";"M";"105.6";"111.5";"15.1";"16.8";"17.7";"18.2";"19.3"
"13";"4";"59";"M";"106.2";"112.0";"15.1";"16.8";"17.7";"18.2";"19.3"
"14";"5";"60";"M";"106.7";"112.6";"15.1";"16.8";"17.7";"18.3";"19.4"
"15";"5";"61";"M";"107.2";"113.1";"15.1";"16.8";"17.7";"18.3";"19.5"
"16";"5";"62";"M";"107.7";"113.7";"15.1";"16.9";"17.8";"18.4";"19.5"
"17";"5";"63";"M";"108.2";"114.2";"15.1";"16.9";"17.8";"18.4";"19.6"
"18";"5";"64";"M";"108.7";"114.8";"15.1";"16.9";"17.8";"18.4";"19.6"
"19";"5";"65";"M";"109.2";"115.3";"15.1";"16.9";"17.9";"18.5";"19.7"
"20";"5";"66";"M";"109.8";"115.8";"15.1";"16.9";"17.9";"18.5";"19.8"
"21";"5";"67";"M";"110.3";"116.4";"15.1";"16.9";"17.9";"18.5";"19.8"
"22";"5";"68";"M";"110.8";"116.9";"15.1";"17.0";"17.9";"18.6";"19.9"
"23";"5";"69";"M";"111.3";"117.5";"15.1";"17.0";"18.0";"18.6";"19.9"
"24";"5";"70";"M";"111.8";"118.0";"15.1";"17.0";"18.0";"18.6";"20.0"
"25";"5";"71";"M";"112.3";"118.6";"15.1";"17.0";"18.0";"18.7";"20.1"
"26";"6";"72";"M";"112.8";"119.1";"15.1";"17.0";"18.1";"18.8";"20.2"
"27";"6";"73";"M";"113.3";"119.6";"15.1";"17.1";"18.1";"18.8";"20.3"
"28";"6";"74";"M";"113.8";"120.2";"15.1";"17.1";"18.2";"18.9";"20.4"
"29";"6";"75";"M";"114.3";"120.7";"15.1";"17.2";"18.2";"19.0";"20.4"
"30";"6";"76";"M";"114.8";"121.3";"15.2";"17.2";"18.3";"19.0";"20.5"
"31";"6";"77";"M";"115.3";"121.8";"15.2";"17.2";"18.4";"19.1";"20.6"
"32";"6";"78";"M";"115.8";"122.3";"15.2";"17.3";"18.4";"19.2";"20.7"
"33";"6";"79";"M";"116.3";"122.8";"15.2";"17.3";"18.5";"19.2";"20.8"
"34";"6";"80";"M";"116.8";"123.4";"15.2";"17.4";"18.5";"19.3";"20.9"
"35";"6";"81";"M";"117.3";"123.9";"15.2";"17.4";"18.6";"19.4";"21.0"
"36";"6";"82";"M";"117.8";"124.4";"15.3";"17.5";"18.7";"19.5";"21.1"
"37";"6";"83";"M";"118.3";"124.9";"15.3";"17.5";"18.7";"19.5";"21.2"
"38";"7";"84";"M";"118.8";"125.4";"15.3";"17.6";"18.8";"19.6";"21.4"
"39";"7";"85";"M";"119.2";"126.0";"15.3";"17.6";"18.9";"19.7";"21.5"
"40";"7";"86";"M";"119.7";"126.5";"15.4";"17.7";"19.0";"19.8";"21.6"
"41";"7";"87";"M";"120.2";"127.0";"15.4";"17.8";"19.0";"19.9";"21.7"
"42";"7";"88";"M";"120.7";"127.5";"15.4";"17.8";"19.1";"20.0";"21.8"
"43";"7";"89";"M";"121.2";"128.0";"15.5";"17.9";"19.2";"20.1";"22.0"
"44";"7";"90";"M";"121.6";"128.5";"15.5";"17.9";"19.3";"20.2";"22.1"
"45";"7";"91";"M";"122.1";"129.0";"15.5";"18.0";"19.4";"20.3";"22.2"
"46";"7";"92";"M";"122.6";"129.5";"15.6";"18.1";"19.4";"20.4";"22.3"
"47";"7";"93";"M";"123.0";"130.0";"15.6";"18.1";"19.5";"20.5";"22.4"
"48";"7";"94";"M";"123.5";"130.4";"15.6";"18.2";"19.6";"20.5";"22.6"
"49";"7";"95";"M";"124.0";"130.9";"15.6";"18.2";"19.7";"20.6";"22.7"
"50";"8";"96";"M";"124.4";"131.4";"15.7";"18.3";"19.8";"20.7";"22.8"
"51";"8";"97";"M";"124.9";"131.9";"15.7";"18.4";"19.9";"20.8";"22.9"
"52";"8";"98";"M";"125.3";"132.4";"15.8";"18.5";"20.0";"20.9";"23.0"
"53";"8";"99";"M";"125.8";"132.8";"15.8";"18.5";"20.0";"21.0";"23.2"
"54";"8";"100";"M";"126.3";"133.3";"15.9";"18.6";"20.1";"21.1";"23.3"
"55";"8";"101";"M";"126.7";"133.8";"15.9";"18.7";"20.2";"21.2";"23.4"
"56";"8";"102";"M";"127.2";"134.3";"15.9";"18.8";"20.3";"21.3";"23.5"
"57";"8";"103";"M";"127.6";"134.7";"16.0";"18.9";"20.4";"21.5";"23.6"
"58";"8";"104";"M";"128.0";"135.2";"16.0";"18.9";"20.5";"21.6";"23.8"
"59";"8";"105";"M";"128.5";"135.7";"16.1";"19.0";"20.6";"21.7";"23.9"
"60";"8";"106";"M";"128.9";"136.2";"16.1";"19.1";"20.7";"21.8";"24.0"
"61";"8";"107";"M";"129.4";"136.6";"16.2";"19.2";"20.8";"21.9";"24.1"
"62";"9";"108";"M";"129.8";"137.1";"16.2";"19.2";"20.9";"22.0";"24.2"
"63";"9";"109";"M";"130.2";"137.6";"16.3";"19.3";"21.0";"22.1";"24.3"
"64";"9";"110";"M";"130.7";"138.0";"16.3";"19.4";"21.1";"22.2";"24.4"
"65";"9";"111";"M";"131.1";"138.5";"16.3";"19.5";"21.2";"22.3";"24.6"
"66";"9";"112";"M";"131.5";"139.0";"16.4";"19.6";"21.2";"22.4";"24.7"
"67";"9";"113";"M";"132.0";"139.4";"16.4";"19.6";"21.3";"22.5";"24.8"
"68";"9";"114";"M";"132.4";"139.9";"16.5";"19.7";"21.4";"22.6";"24.9"
"69";"9";"115";"M";"132.8";"140.4";"16.5";"19.8";"21.5";"22.7";"25.0"
"70";"9";"116";"M";"133.3";"140.9";"16.6";"19.9";"21.6";"22.8";"25.1"
"71";"9";"117";"M";"133.7";"141.4";"16.6";"19.9";"21.7";"22.9";"25.2"
"72";"9";"118";"M";"134.1";"141.8";"16.7";"20.0";"21.8";"23.0";"25.3"
"73";"9";"119";"M";"134.6";"142.3";"16.7";"20.1";"21.9";"23.1";"25.4"
"74";"10";"120";"M";"135.0";"142.8";"16.8";"20.2";"22.0";"23.1";"25.5"
"75";"10";"121";"M";"135.4";"143.3";"16.8";"20.3";"22.1";"23.2";"25.6"
"76";"10";"122";"M";"135.9";"143.8";"16.9";"20.3";"22.1";"23.3";"25.7"
"77";"10";"123";"M";"136.3";"144.3";"16.9";"20.4";"22.2";"23.4";"25.8"
"78";"10";"124";"M";"136.8";"144.8";"17.0";"20.5";"22.3";"23.5";"25.9"
"79";"10";"125";"M";"137.2";"145.3";"17.0";"20.6";"22.4";"23.6";"26.0"
"80";"10";"126";"M";"137.7";"145.8";"17.1";"20.6";"22.5";"23.7";"26.1"
"81";"10";"127";"M";"138.2";"146.4";"17.1";"20.7";"22.6";"23.8";"26.2"
"82";"10";"128";"M";"138.6";"146.9";"17.2";"20.8";"22.7";"23.9";"26.3"
"83";"10";"129";"M";"139.1";"147.4";"17.2";"20.9";"22.7";"24.0";"26.4"
"84";"10";"130";"M";"139.5";"147.9";"17.3";"20.9";"22.8";"24.0";"26.5"
"85";"10";"131";"M";"140.0";"148.5";"17.3";"21.0";"22.9";"24.1";"26.6"
"86";"11";"132";"M";"140.5";"149.0";"17.4";"21.1";"23.0";"24.2";"26.7"
"87";"11";"133";"M";"141.0";"149.6";"17.4";"21.1";"23.1";"24.3";"26.8"
"88";"11";"134";"M";"141.5";"150.2";"17.5";"21.2";"23.1";"24.4";"26.8"
"89";"11";"135";"M";"141.9";"150.7";"17.5";"21.3";"23.2";"24.4";"26.9"
"90";"11";"136";"M";"142.4";"151.3";"17.6";"21.3";"23.3";"24.5";"27.0"
"91";"11";"137";"M";"142.9";"151.9";"17.6";"21.4";"23.3";"24.6";"27.1"
"92";"11";"138";"M";"143.5";"152.5";"17.7";"21.5";"23.4";"24.7";"27.2"
"93";"11";"139";"M";"144.0";"153.1";"17.7";"21.5";"23.5";"24.7";"27.2"
"94";"11";"140";"M";"144.5";"153.7";"17.8";"21.6";"23.5";"24.8";"27.3"
"95";"11";"141";"M";"145.1";"154.3";"17.8";"21.7";"23.6";"24.9";"27.4"
"96";"11";"142";"M";"145.6";"154.9";"17.8";"21.7";"23.7";"24.9";"27.5"
"97";"11";"143";"M";"146.1";"155.6";"17.9";"21.8";"23.8";"25.0";"27.6"
"98";"12";"144";"M";"146.7";"156.2";"17.9";"21.8";"23.8";"25.1";"27.6"
"99";"12";"145";"M";"147.2";"156.8";"18.0";"21.9";"23.9";"25.1";"27.7"
"100";"12";"146";"M";"147.8";"157.4";"18.0";"21.9";"23.9";"25.2";"27.7"
"101";"12";"147";"M";"148.4";"158.1";"18.1";"22.0";"24.0";"25.2";"27.8"
"102";"12";"148";"M";"149.0";"158.7";"18.1";"22.0";"24.0";"25.3";"27.8"
"103";"12";"149";"M";"149.5";"159.3";"18.1";"22.1";"24.1";"25.3";"27.9"
"104";"12";"150";"M";"150.1";"159.9";"18.2";"22.1";"24.1";"25.4";"27.9"
"105";"12";"151";"M";"150.7";"160.5";"18.2";"22.2";"24.2";"25.4";"28.0"
"106";"12";"152";"M";"151.3";"161.1";"18.3";"22.2";"24.2";"25.5";"28.0"
"107";"12";"153";"M";"151.9";"161.7";"18.3";"22.2";"24.3";"25.5";"28.1"
"108";"12";"154";"M";"152.4";"162.3";"18.4";"22.3";"24.3";"25.6";"28.2"
"109";"12";"155";"M";"153.0";"162.9";"18.4";"22.3";"24.4";"25.6";"28.2"
"110";"13";"156";"M";"153.6";"163.5";"18.4";"22.4";"24.4";"25.7";"28.2"
"111";"13";"157";"M";"154.2";"164.1";"18.5";"22.4";"24.4";"25.7";"28.3"
"112";"13";"158";"M";"154.7";"164.6";"18.5";"22.4";"24.4";"25.7";"28.3"
"113";"13";"159";"M";"155.3";"165.2";"18.6";"22.5";"24.5";"25.8";"28.3"
"114";"13";"160";"M";"155.9";"165.7";"18.6";"22.5";"24.5";"25.8";"28.3"
"115";"13";"161";"M";"156.5";"166.3";"18.6";"22.5";"24.5";"25.8";"28.4"
"116";"13";"162";"M";"157.0";"166.7";"18.7";"22.6";"24.6";"25.8";"28.4"
"117";"13";"163";"M";"157.6";"167.2";"18.7";"22.6";"24.6";"25.9";"28.4"
"118";"13";"164";"M";"158.1";"167.7";"18.8";"22.7";"24.6";"25.9";"28.5"
"119";"13";"165";"M";"158.6";"168.2";"18.8";"22.7";"24.7";"25.9";"28.5"
"120";"13";"166";"M";"159.2";"168.6";"18.8";"22.7";"24.7";"26.0";"28.5"
"121";"13";"167";"M";"159.7";"169.1";"18.9";"22.8";"24.7";"26.0";"28.5"
"122";"14";"168";"M";"160.2";"169.5";"18.9";"22.8";"24.8";"26.0";"28.5"
"123";"14";"169";"M";"160.6";"169.8";"19.0";"22.8";"24.8";"26.0";"28.6"
"124";"14";"170";"M";"161.1";"170.2";"19.0";"22.8";"24.8";"26.1";"28.6"
"125";"14";"171";"M";"161.5";"170.6";"19.0";"22.9";"24.8";"26.1";"28.6"
"126";"14";"172";"M";"162.0";"171.0";"19.1";"22.9";"24.8";"26.1";"28.6"
"127";"14";"173";"M";"162.5";"171.3";"19.1";"22.9";"24.9";"26.1";"28.6"
"128";"14";"174";"M";"162.8";"171.6";"19.1";"23.0";"24.9";"26.1";"28.6"
"129";"14";"175";"M";"163.2";"171.9";"19.2";"23.0";"24.9";"26.1";"28.6"
"130";"14";"176";"M";"163.6";"172.2";"19.2";"23.0";"24.9";"26.2";"28.6"
"131";"14";"177";"M";"163.9";"172.4";"19.3";"23.0";"25.0";"26.2";"28.6"
"132";"14";"178";"M";"164.3";"172.7";"19.3";"23.1";"25.0";"26.2";"28.6"
"133";"14";"179";"M";"164.6";"173.0";"19.3";"23.1";"25.0";"26.2";"28.6"
"134";"15";"180";"M";"164.9";"173.2";"19.4";"23.1";"25.0";"26.2";"28.6"
"135";"15";"181";"M";"165.2";"173.4";"19.4";"23.2";"25.0";"26.2";"28.6"
"136";"15";"182";"M";"165.4";"173.6";"19.5";"23.2";"25.1";"26.3";"28.6"
"137";"15";"183";"M";"165.7";"173.8";"19.5";"23.2";"25.1";"26.3";"28.6"
"138";"15";"184";"M";"166.0";"174.0";"19.5";"23.2";"25.1";"26.3";"28.6"
"139";"15";"185";"M";"166.2";"174.2";"19.6";"23.3";"25.1";"26.3";"28.7"
"140";"15";"186";"M";"166.4";"174.3";"19.6";"23.3";"25.1";"26.3";"28.7"
"141";"15";"187";"M";"166.6";"174.5";"19.6";"23.3";"25.2";"26.3";"28.7"
"142";"15";"188";"M";"166.8";"174.6";"19.7";"23.3";"25.2";"26.4";"28.7"
"143";"15";"189";"M";"167.0";"174.8";"19.7";"23.4";"25.2";"26.4";"28.7"
"144";"15";"190";"M";"167.2";"174.9";"19.7";"23.4";"25.2";"26.4";"28.7"
"145";"15";"191";"M";"167.4";"175.1";"19.8";"23.4";"25.3";"26.4";"28.7"
"146";"16";"192";"M";"167.5";"175.2";"19.8";"23.5";"25.3";"26.4";"28.7"
"147";"16";"193";"M";"167.7";"175.3";"19.8";"23.5";"25.3";"26.4";"28.7"
"148";"16";"194";"M";"167.8";"175.4";"19.9";"23.5";"25.3";"26.5";"28.7"
"149";"16";"195";"M";"167.9";"175.5";"19.9";"23.5";"25.3";"26.5";"28.7"
"150";"16";"196";"M";"168.1";"175.6";"19.9";"23.6";"25.4";"26.5";"28.7"
"151";"16";"197";"M";"168.2";"175.7";"20.0";"23.6";"25.4";"26.5";"28.7"
"152";"16";"198";"M";"168.3";"175.8";"20.0";"23.6";"25.4";"26.5";"28.7"
"153";"16";"199";"M";"168.4";"175.9";"20.0";"23.6";"25.4";"26.6";"28.8"
"154";"16";"200";"M";"168.5";"176.0";"20.1";"23.7";"25.5";"26.6";"28.8"
"155";"16";"201";"M";"168.6";"176.1";"20.1";"23.7";"25.5";"26.6";"28.8"
"156";"16";"202";"M";"168.7";"176.2";"20.1";"23.7";"25.5";"26.6";"28.8"
"157";"16";"203";"M";"168.8";"176.3";"20.2";"23.8";"25.5";"26.6";"28.8"
"158";"17";"204";"M";"168.9";"176.4";"20.2";"23.8";"25.5";"26.6";"28.8"
"159";"17";"205";"M";"169.0";"176.5";"20.2";"23.8";"25.6";"26.7";"28.8"
"160";"17";"206";"M";"169.1";"176.5";"20.3";"23.8";"25.6";"26.7";"28.8"
"161";"17";"207";"M";"169.1";"176.6";"20.3";"23.9";"25.6";"26.7";"28.8"
"162";"17";"208";"M";"169.2";"176.7";"20.3";"23.9";"25.6";"26.7";"28.8"
"163";"17";"209";"M";"169.3";"176.8";"20.4";"23.9";"25.7";"26.7";"28.8"
"164";"17";"210";"M";"169.4";"176.9";"20.4";"23.9";"25.7";"26.7";"28.8"
"165";"17";"211";"M";"169.5";"177.0";"20.4";"24.0";"25.7";"26.8";"28.9"
"166";"17";"212";"M";"169.6";"177.0";"20.5";"24.0";"25.7";"26.8";"28.9"
"167";"17";"213";"M";"169.6";"177.1";"20.5";"24.0";"25.7";"26.8";"28.9"
"168";"17";"214";"M";"169.7";"177.2";"20.5";"24.1";"25.8";"26.8";"28.9"
"169";"17";"215";"M";"169.8";"177.3";"20.6";"24.1";"25.8";"26.8";"28.9"
"170";"18";"216";"M";"169.9";"177.4";"20.6";"24.1";"25.8";"26.9";"28.9"
"171";"18";"217";"M";"170.0";"177.5";"20.6";"24.1";"25.8";"26.9";"28.9"
"172";"18";"218";"M";"170.0";"177.5";"20.6";"24.2";"25.8";"26.9";"28.9"
"173";"18";"219";"M";"170.1";"177.6";"20.7";"24.2";"25.9";"26.9";"28.9"
"174";"18";"220";"M";"170.2";"177.7";"20.7";"24.2";"25.9";"26.9";"28.9"
"175";"18";"221";"M";"170.3";"177.8";"20.7";"24.2";"25.9";"26.9";"28.9"
"176";"18";"222";"M";"170.4";"177.9";"20.8";"24.3";"25.9";"27.0";"28.9"
"177";"18";"223";"M";"170.4";"177.9";"20.8";"24.3";"26.0";"27.0";"29.0"
"178";"18";"224";"M";"170.5";"178.0";"20.8";"24.3";"26.0";"27.0";"29.0"
"179";"18";"225";"M";"170.6";"178.1";"20.9";"24.3";"26.0";"27.0";"29.0"
"180";"18";"226";"M";"170.7";"178.2";"20.9";"24.4";"26.0";"27.0";"29.0"
"181";"18";"227";"M";"170.8";"178.3";"20.9";"24.4";"26.0";"27.0";"29.0"
